Date,Home,Score_H,Away,Score_A
11/29/2025,@Arizona,98,Norfolk St,61
11/29/2025,@NC Central,109,Carolina Univ,61
11/29/2025,Southern Univ,75,@Northwestern LA,73
11/29/2025,@Radford,102,Notre Dame MD,75
11/29/2025,@Cal Poly,87,Redlands,81
11/29/2025,@Indiana,100,Bethune-Cookman,56
11/29/2025,@Nebraska,72,SC Upstate,63
11/29/2025,@Southern Indiana,93,Kentucky St,56
11/29/2025,@Utah St,84,Montana St,81
11/29/2025,@Winthrop,101,S Carolina St,79
11/29/2025,@WI Green Bay,95,Haskell,55
11/29/2025,Wofford,83,@E Kentucky,77
11/29/2025,@Weber St,82,Missouri KC,61
11/29/2025,@Georgia,123,Tennessee Tech,81
11/29/2025,Fordham,88,SUNY Albany,68
11/29/2025,Tennessee St,98,TN Wesleyan,77
11/29/2025,@St Thomas MN,87,Lawrence,52
11/29/2025,Dartmouth,87,@St Peter's,61
11/29/2025,@N Colorado,104,Regis CO,63
11/29/2025,@MA Lowell,90,Emerson,67
11/29/2025,@St Francis PA,85,Franciscan OH,60
11/30/2025,CS Bakersfield,76,@Fresno St,71
11/30/2025,@Robert Morris,80,Stetson,62
11/30/2025,@Missouri St,92,NE Oklahoma,71
11/30/2025,St Joseph's PA,60,Princeton,58
11/30/2025,Ball St,96,Le Moyne,85
11/30/2025,Siena,64,Maine,60
11/30/2025,@Loyola MD,95,Coppin St,84
11/30/2025,@West Virginia,70,Mercyhurst,38
11/30/2025,@Texas Tech,76,Wyoming,72
11/30/2025,Yale,77,@Vermont,74
11/30/2025,St Bonaventure,70,@FL Atlantic,65
11/30/2025,Belmont,96,@Col Charleston,73
11/30/2025,Cornell,101,@Bucknell,72
11/30/2025,Merrimack,66,La Salle,60
11/30/2025,@Central Conn,122,J&W RI,57
11/30/2025,@Long Beach St,76,San Diego,72
11/30/2025,@Fairfield,72,New Hampshire,68
11/30/2025,@Quinnipiac,76,Stonehill,62
11/30/2025,Hofstra,77,@Penn,60
11/30/2025,Monmouth NJ,88,@Lafayette,74
11/30/2025,@Coastal Car,67,Alabama A&M,60
11/30/2025,Colgate,72,Fordham,62
11/30/2025,@American Univ,92,Longwood,66
11/30/2025,@New Haven,92,Mitchell,69
11/30/2025,@North Texas,72,Prairie View,69
11/30/2025,Presbyterian,69,Citadel,41
11/30/2025,SUNY Albany,90,SUNY Oneonta,62
11/30/2025,@William & Mary,88,Old Dominion,75
11/30/2025,@UNC Asheville,67,Appalachian St,55
11/30/2025,@W Illinois,89,St Ambrose,73
11/30/2025,Tennessee St,70,@Chattanooga,64
11/30/2025,UC Irvine,72,@San Jose St,63
11/30/2025,South Alabama,82,@UT San Antonio,58
12/1/2025,@Chicago St,85,St Xavier IL,62
12/1/2025,@Villanova,74,Temple,56
12/1/2025,@Southern Utah,124,W Coast Bap,59
12/1/2025,@Toledo,102,Central St OH,58
12/1/2025,North Alabama,73,@Jacksonville St,66
12/1/2025,@MTSU,76,UAB,61
12/1/2025,@Northern Iowa,99,Coe,34
12/1/2025,Bowling Green,82,@Kansas St,66
12/1/2025,@Colorado,78,Cal Baptist,70
12/1/2025,@Cincinnati,76,Tarleton St,58
12/1/2025,@Xavier,96,St Francis PA,74
12/1/2025,@Incarnate Word,71,McNeese St,67
12/1/2025,@Stanford,94,Portland,72
12/1/2025,Iona,89,@Delaware,66
12/1/2025,@Hampton,94,Apprentice,58
12/1/2025,@New Mexico,97,NM Highlands,47
12/1/2025,@Southern Univ,101,Louisiana Chr,48
12/1/2025,West Georgia,93,@Troy,89
12/2/2025,Abilene Chr,71,@Pepperdine,63
12/2/2025,@Mercer,78,Georgia St,67
12/2/2025,@Jacksonville,85,Florida A&M,82
12/2/2025,Lindenwood,99,@N Illinois,64
12/2/2025,@Marquette,75,Valparaiso,72
12/2/2025,@Creighton,96,Nicholls St,76
12/2/2025,@Butler,84,E Michigan,68
12/2/2025,@East Carolina,68,MD E Shore,56
12/2/2025,@Bryant,77,Stonehill,65
12/2/2025,@Baylor,110,CS Sacramento,88
12/2/2025,@California,79,Utah,72
12/2/2025,St Louis,91,@Loy Marymount,70
12/2/2025,@Loyola-Chicago,83,C Michigan,72
12/2/2025,G Washington,84,@Army,70
12/2/2025,William & Mary,83,@Duquesne,79
12/2/2025,@Dayton,88,ETSU,71
12/2/2025,@Oklahoma St,93,Sam Houston St,83
12/2/2025,Connecticut,61,@Kansas,56
12/2/2025,Winthrop,94,@LIU Brooklyn,92
12/2/2025,@Providence,94,F Dickinson,64
12/2/2025,Virginia Tech,86,@South Carolina,83
12/2/2025,Miami FL,75,@Mississippi,66
12/2/2025,Oklahoma,86,@Wake Forest,68
12/2/2025,Georgia,107,@Florida St,73
12/2/2025,@Notre Dame,76,Missouri,71
12/2/2025,Texas A&M,81,@Pittsburgh,73
12/2/2025,@Syracuse,62,Tennessee,60
12/2/2025,North Carolina,67,@Kentucky,64
12/2/2025,@Duke,67,Florida,66
12/2/2025,@TN Martin,73,Charleston So,56
12/2/2025,@Binghamton,80,Lehigh,71
12/2/2025,SIUE,72,@North Florida,63
12/2/2025,@Yale,117,SUNY Maritime,53
12/2/2025,@Rhode Island,66,Brown,56
12/2/2025,@Charlotte,74,NC A&T,57
12/2/2025,@Bradley,64,Washington St,60
12/2/2025,@Arkansas St,83,UT Arlington,63
12/2/2025,@Grand Canyon,67,Stetson,45
12/2/2025,@W Carolina,124,VA-Lynchburg,62
12/2/2025,@Penn St,87,Campbell,76
12/2/2025,@Drake,108,W Illinois,57
12/2/2025,@George Mason,99,Cornell,81
12/2/2025,@Tulane,65,Grambling,63
12/2/2025,@North Texas,77,Houston Chr,75
12/2/2025,@Indiana St,99,Eureka,57
12/2/2025,@Kennesaw,88,Jackson St,73
12/2/2025,@Nevada,76,UC San Diego,70
12/2/2025,@Wichita St,95,Mt Marty,69
12/2/2025,@Tulsa,111,Manhattan Chr,60
12/2/2025,@Maryland,89,Wagner,63
12/2/2025,USC,82,@Oregon,77
12/2/2025,Purdue,81,@Rutgers,65
12/2/2025,@Michigan St,71,Iowa,52
12/2/2025,@Murray St,84,Morehead St,52
12/2/2025,@SE Missouri St,88,St Mary-Woods,57
12/2/2025,UNC Asheville,82,UNC Greensboro,77
12/2/2025,South Alabama,77,New Mexico St,75
12/2/2025,@Miami OH,109,Indiana-East,65
12/3/2025,@UNC Wilmington,70,Marshall,69
12/3/2025,@Denver,93,E Washington,89
12/3/2025,North Alabama,65,@San Francisco,63
12/3/2025,@Bellarmine,99,Midway,60
12/3/2025,@Georgetown,90,UMBC,81
12/3/2025,@Evansville,64,Ball St,52
12/3/2025,@Ohio,79,Maine,57
12/3/2025,@Hampton,93,Loyola MD,71
12/3/2025,Navy,66,@Delaware St,59
12/3/2025,@West Virginia,91,Coppin St,49
12/3/2025,@Iowa St,132,Alcorn St,68
12/3/2025,BYU,91,Cal Baptist,60
12/3/2025,@N Kentucky,95,Cleveland St,80
12/3/2025,@Youngstown St,69,Wright St,68
12/3/2025,@Oakland,101,PFW,92
12/3/2025,@Detroit,92,IUPUI,78
12/3/2025,@St Bonaventure,83,Bloomsburg,43
12/3/2025,@Illinois St,89,E Kentucky,78
12/3/2025,@Holy Cross,76,Northeastern,59
12/3/2025,@Seton Hall,77,Central Conn,61
12/3/2025,@Massachusetts,78,Harvard,71
12/3/2025,Portland St,77,@South Dakota,71
12/3/2025,@Akron,97,Bucknell,77
12/3/2025,@SF Austin,73,UTRGV,60
12/3/2025,@Memphis,86,New Orleans,70
12/3/2025,Virginia,88,@Texas,69
12/3/2025,LSU,78,@Boston College,69
12/3/2025,Mississippi St,85,@Georgia Tech,73
12/3/2025,@Alabama,90,Clemson,84
12/3/2025,@Vanderbilt,88,SMU,69
12/3/2025,@Arkansas,89,Louisville,80
12/3/2025,@Auburn,83,NC State,73
12/3/2025,@Queens NC,107,Gardner Webb,74
12/3/2025,@Florida Intl,89,FGCU,83
12/3/2025,@Kent,96,Austin Peay,84
12/3/2025,@Columbia,72,Hofstra,70
12/3/2025,Sacred Heart,87,@Mt St Mary's,80
12/3/2025,@Yale,79,Brandeis,61
12/3/2025,Richmond,84,@Belmont,76
12/3/2025,@Idaho,90,North Dakota,58
12/3/2025,Pacific,80,@Air Force,65
12/3/2025,@Monmouth NJ,63,Princeton,58
12/3/2025,Idaho St,68,@Missouri KC,59
12/3/2025,@Boston Univ,104,NVU-Johnson,57
12/3/2025,@Seattle,97,Puget Sound,43
12/3/2025,@Oregon St,80,Vermont,58
12/3/2025,@San Diego St,77,Utah Valley,66
12/3/2025,@Lipscomb,83,Tennessee Tech,80
12/3/2025,Furman,97,@Elon,88
12/3/2025,@Cent Arkansas,85,Ark Little Rock,47
12/3/2025,@Santa Clara,90,Utah Tech,80
12/3/2025,@Appalachian St,133,VA-Lynchburg,45
12/3/2025,@SC Upstate,85,Coastal Car,78
12/3/2025,@American Univ,75,Drexel,73
12/3/2025,@Ga Southern,77,Louisiana Tech,69
12/3/2025,S Illinois,86,@High Point,84
12/3/2025,Ark Pine Bluff,63,@IL Chicago,62
12/3/2025,@Lamar,65,Louisiana,55
12/3/2025,@Longwood,101,Pfeiffer,55
12/3/2025,N Colorado,75,@NE Omaha,70
12/3/2025,@James Madison,67,NC Central,62
12/3/2025,N Dakota St,81,@Montana,72
12/3/2025,S Dakota St,75,@Northern Arizona,62
12/3/2025,@Weber St,92,Oral Roberts,66
12/3/2025,@Wofford,63,Presbyterian,56
12/3/2025,Southern Miss,82,@Radford,75
12/3/2025,@W Michigan,88,Southern Indiana,74
12/3/2025,@Tarleton St,119,Howard Payne,54
12/3/2025,@Rice,77,Texas St,72
12/3/2025,@Towson,93,Cornell,80
12/3/2025,@Alabama A&M,80,Tennessee St,53
12/3/2025,@Dartmouth,69,New Hampshire,68
12/3/2025,@Wisconsin,85,Northwestern,73
12/3/2025,UCLA,82,@Washington,80
12/3/2025,@Minnesota,73,Indiana,64
12/3/2025,@Montana St,82,St Thomas MN,74
12/3/2025,@ULM,66,MS Valley St,52
12/3/2025,@St Francis PA,100,PSU-Shenango,41
12/4/2025,@UC Santa Barbara,84,Long Beach St,77
12/4/2025,Robert Morris,80,@WI Green Bay,78
12/4/2025,@F Dickinson,86,Manor,38
12/4/2025,Cal Poly,94,@CS Fullerton,91
12/4/2025,@Hawaii,75,UC Davis,69
12/4/2025,@UC Irvine,73,UC Riverside,60
12/4/2025,@CS Northridge,87,CS Bakersfield,66
12/4/2025,@Charleston So,124,Warren Wilson,63
12/4/2025,@Merrimack,68,Rider,66
12/4/2025,@South Florida,74,Utah St,61
12/4/2025,@Davidson,79,Citadel,63
12/5/2025,@VCU,83,Samford,57
12/5/2025,Quinnipiac,89,@Iona,68
12/5/2025,@Lafayette,79,Mercyhurst,71
12/5/2025,@Xavier,79,Cincinnati,74
12/5/2025,@Siena,83,Niagara,54
12/5/2025,@St Peter's,69,Canisius,57
12/5/2025,@Marist,64,Mt St Mary's,56
12/5/2025,@Manhattan,70,Fairfield,66
12/5/2025,@Connecticut,83,East Texas A&M,59
12/5/2025,Notre Dame,87,@TCU,85
12/5/2025,@McNeese St,92,Northwestern LA,54
12/5/2025,@Brown,75,Bryant,56
12/5/2025,@VMI,89,Christendom,36
12/5/2025,@E Michigan,86,Cleary,48
12/5/2025,@ETSU,91,South Alabama,65
12/5/2025,@San Jose St,86,San Diego,69
12/5/2025,Gonzaga,94,Kentucky,59
12/5/2025,@Portland,104,Lewis & Clark,87
12/5/2025,UAB,74,@Drake,69
12/5/2025,@High Point,89,NJIT,72
12/5/2025,@Bethune-Cookman,80,S Carolina St,59
12/6/2025,@Kennesaw,92,Georgia St,69
12/6/2025,@Hawaii,69,CS Fullerton,59
12/6/2025,La Salle,69,Drexel,64
12/6/2025,St Joseph's PA,70,Temple,69
12/6/2025,Villanova,90,Penn,63
12/6/2025,Florida A&M,60,FL Memorial,58
12/6/2025,@UC Santa Barbara,109,CS Bakersfield,84
12/6/2025,UNC Wilmington,70,@Louisiana,63
12/6/2025,Idaho,84,@S Dakota St,81
12/6/2025,@Oregon St,81,Southern Utah,70
12/6/2025,@E Washington,90,Missouri KC,66
12/6/2025,@Arizona,97,Auburn,68
12/6/2025,@Oakland,98,Toledo,97
12/6/2025,@Bradley,84,N Illinois,55
12/6/2025,Utah Valley,82,@Bowling Green,71
12/6/2025,@WKU,80,Evansville,79
12/6/2025,Sam Houston St,82,@TX Southern,70
12/6/2025,@Florida Intl,88,Jacksonville,65
12/6/2025,@Tulsa,98,Missouri St,74
12/6/2025,@Murray St,81,Bellarmine,68
12/6/2025,@American Univ,78,MD E Shore,60
12/6/2025,@Wisconsin,96,Marquette,76
12/6/2025,@Liberty,92,Coppin St,50
12/6/2025,@Valparaiso,98,Calumet-St Jos,58
12/6/2025,Boise St,77,@Butler,68
12/6/2025,UNC Greensboro,82,@East Carolina,78
12/6/2025,@Miami OH,93,Maine,61
12/6/2025,Akron,88,@Tulane,71
12/6/2025,Wichita St,74,@Northern Iowa,69
12/6/2025,@Utah,91,Cal Baptist,85
12/6/2025,Seton Hall,78,@Kansas St,67
12/6/2025,Iowa St,81,@Purdue,58
12/6/2025,@Colorado St,91,Colorado,86
12/6/2025,Arizona St,86,Oklahoma,70
12/6/2025,@Columbia,93,SUNY Albany,65
12/6/2025,Wake Forest,75,West Virginia,66
12/6/2025,@Virginia Tech,73,George Mason,62
12/6/2025,@WI Milwaukee,74,Robert Morris,72
12/6/2025,Detroit,71,@Cleveland St,59
12/6/2025,@PFW,79,N Kentucky,77
12/6/2025,@NC State,75,UNC Asheville,63
12/6/2025,Duke,66,@Michigan St,60
12/6/2025,@California,67,Pacific,61
12/6/2025,@Boston College,67,New Haven,63
12/6/2025,St Bonaventure,77,@Buffalo,69
12/6/2025,@Richmond,86,Old Dominion,77
12/6/2025,@Providence,90,Rhode Island,71
12/6/2025,@Loyola-Chicago,73,Princeton,68
12/6/2025,@Duquesne,84,Stony Brook,75
12/6/2025,Virginia,86,Dayton,73
12/6/2025,Oklahoma St,84,Grand Canyon,78
12/6/2025,Longwood,84,@Morgan St,80
12/6/2025,@Illinois St,95,Chicago St,53
12/6/2025,@Furman,79,Harvard,69
12/6/2025,LIU Brooklyn,87,@Lehigh,82
12/6/2025,@N Colorado,89,South Dakota,87
12/6/2025,Illinois,75,Tennessee,62
12/6/2025,@Miami FL,88,Southern Miss,64
12/6/2025,UC Riverside,88,@Cal Poly,84
12/6/2025,UMBC,73,@Bucknell,66
12/6/2025,@Nicholls St,74,Incarnate Word,67
12/6/2025,Houston Chr,85,@New Orleans,76
12/6/2025,Lindenwood,82,@E Illinois,74
12/6/2025,Youngstown St,78,@IUPUI,55
12/6/2025,Louisville,87,Indiana,78
12/6/2025,Holy Cross,70,@Fordham,69
12/6/2025,@UC Irvine,85,CS Northridge,71
12/6/2025,@Abilene Chr,77,New Mexico St,69
12/6/2025,@Kent,111,Roberts Wslyn,68
12/6/2025,Le Moyne,78,@Binghamton,63
12/6/2025,@Memphis,78,Baylor,71
12/6/2025,@Brown,115,Elms,34
12/6/2025,@G Washington,99,William & Mary,86
12/6/2025,UC San Diego,80,@Long Beach St,74
12/6/2025,TAM C. Christi,57,@Lamar,49
12/6/2025,@Georgia Tech,79,Monmouth NJ,67
12/6/2025,Houston,82,Florida St,67
12/6/2025,@New Mexico,98,Santa Clara,71
12/6/2025,Vermont,65,@Pepperdine,56
12/6/2025,@Wyoming,93,Dartmouth,80
12/6/2025,@Idaho St,93,Denver,79
12/6/2025,@New Hampshire,88,Boston Univ,82
12/6/2025,Coastal Car,88,@Winthrop,84
12/6/2025,@Colgate,94,St John Fisher,50
12/6/2025,Elon,73,@Wofford,52
12/6/2025,Ga Southern,88,@Gardner Webb,84
12/6/2025,@W Illinois,78,Hannibal-Lagr,47
12/6/2025,Arkansas St,90,@Ark Little Rock,78
12/6/2025,@Troy,101,LaGrange,47
12/6/2025,@Massachusetts,80,MA Lowell,60
12/6/2025,NE Omaha,60,@Portland St,55
12/6/2025,@James Madison,68,Norfolk St,67
12/6/2025,NC A&T,69,@NC Central,54
12/6/2025,Montana,79,@North Dakota,75
12/6/2025,@N Dakota St,69,Northern Arizona,68
12/6/2025,@Ohio,88,Marshall,81
12/6/2025,@Oral Roberts,72,Montana St,68
12/6/2025,@Presbyterian,80,Morehead St,72
12/6/2025,W Michigan,83,@SIUE,73
12/6/2025,@SC Upstate,78,W Carolina,67
12/6/2025,@South Carolina,82,Stetson,51
12/6/2025,@Delaware St,75,Delaware,72
12/6/2025,@St John's,63,Mississippi,58
12/6/2025,@Arkansas,82,Fresno St,58
12/6/2025,@DePaul,76,Ark Pine Bluff,72
12/6/2025,Washington,84,@USC,76
12/6/2025,@UCLA,74,Oregon,63
12/6/2025,@Michigan,101,Rutgers,60
12/6/2025,Ohio St,86,@Northwestern,82
12/6/2025,@Iowa,83,Maryland,64
12/6/2025,Tennessee Tech,87,@West Georgia,59
12/6/2025,@Prairie View,124,Champion Bap,62
12/6/2025,SE Missouri St,74,@Chattanooga,70
12/6/2025,@Howard,85,Bowie St,69
12/6/2025,@E Kentucky,122,Indiana-East,67
12/6/2025,@Wagner,92,Bry & Strat-Albany,36
12/7/2025,@St Thomas MN,88,Weber St,65
12/7/2025,@Mercer,100,Oglethorpe,50
12/7/2025,@Gonzaga,109,North Florida,58
12/7/2025,@Bowling Green,131,Aquinas,50
12/7/2025,@Merrimack,74,Fairfield,63
12/7/2025,@Nebraska,71,Creighton,50
12/7/2025,Utah St,79,@Charlotte,53
12/7/2025,@Navy,61,Air Force,56
12/7/2025,Texas Tech,82,LSU,58
12/7/2025,@Kansas,80,Missouri,60
12/7/2025,@Wright St,86,WI Green Bay,58
12/7/2025,SMU,93,Texas A&M,80
12/7/2025,Hofstra,80,@Pittsburgh,73
12/7/2025,@North Carolina,81,Georgetown,61
12/7/2025,@St Louis,107,C Michigan,65
12/7/2025,@St Peter's,71,Niagara,43
12/7/2025,@Siena,74,Canisius,52
12/7/2025,@Marist,80,Manhattan,68
12/7/2025,@Northeastern,73,Central Conn,56
12/7/2025,@Radford,89,St Francis PA,56
12/7/2025,@Alabama,97,UT San Antonio,55
12/7/2025,TCU,65,@North Texas,55
12/7/2025,Belmont,83,@MTSU,62
12/7/2025,Northwestern LA,76,@SE Louisiana,68
12/7/2025,Iona,81,@Sacred Heart,69
12/7/2025,FL Atlantic,81,@FGCU,76
12/7/2025,@Quinnipiac,72,Rider,58
12/7/2025,@Mercyhurst,80,Bethany WV,51
12/7/2025,@Yale,80,IL Chicago,66
12/7/2025,UNLV,75,@Stanford,74
12/7/2025,@ETSU,78,Tusculum,62
12/7/2025,@UCF,86,Towson,61
12/7/2025,Nevada,78,@Washington St,64
12/7/2025,@Seattle,75,UTEP,68
12/7/2025,@Lipscomb,92,Alabama A&M,58
12/7/2025,@East Texas A&M,75,Cent Arkansas,68
12/7/2025,@TN Martin,74,Alabama St,64
12/7/2025,@Indiana St,77,Southern Indiana,55
12/7/2025,@Jacksonville St,66,Auburn M'gomery,39
12/7/2025,@Louisiana Tech,89,Ecclesia,37
12/7/2025,San Francisco,65,Mississippi St,62
12/7/2025,@Tarleton St,93,Cameron,63
12/7/2025,St Mary's CA,70,@Davidson,61
12/7/2025,@Campbell,149,VA-Lynchburg,62
12/7/2025,@Army,111,Gallaudet,53
12/7/2025,@UTRGV,63,Austin Peay,50
12/7/2025,@SF Austin,96,ULM,76
12/7/2025,@Samford,93,Cornell,90
12/8/2025,@Kansas St,108,MS Valley St,49
12/8/2025,@Penn,74,Lafayette,72
12/8/2025,@New Orleans,84,Incarnate Word,83
12/8/2025,@Charleston So,84,S Carolina St,44
12/8/2025,@Southern Miss,68,Grambling,60
12/8/2025,@Kennesaw,121,S Wesleyan,66
12/8/2025,@Texas,95,Southern Univ,69
12/9/2025,@Michigan,89,Villanova,61
12/9/2025,@N Kentucky,92,Brescia,53
12/9/2025,@San Jose St,89,Long Beach St,83
12/9/2025,@St Joseph's PA,87,Coppin St,65
12/9/2025,S Dakota St,68,@Ball St,64
12/9/2025,@California,93,Dominican CA,71
12/9/2025,@West Virginia,90,Ark Little Rock,58
12/9/2025,@Arizona St,73,Northern Arizona,48
12/9/2025,@Providence,86,Brown,79
12/9/2025,@Virginia,84,MD E Shore,60
12/9/2025,McNeese St,66,@Rhode Island,64
12/9/2025,@DePaul,92,Morgan St,49
12/9/2025,@Wyoming,106,South Dakota,79
12/9/2025,Bucknell,51,@Rider,38
12/9/2025,Buffalo,83,@UMBC,79
12/9/2025,@VMI,86,Loyola MD,70
12/9/2025,BYU,67,Clemson,64
12/9/2025,@Lindenwood,110,Culver-Stockton,44
12/9/2025,@Stony Brook,77,Columbia,73
12/9/2025,Connecticut,77,Florida,73
12/9/2025,@ULM,79,Ark Baptist,69
12/9/2025,@Furman,105,Bob Jones,57
12/9/2025,USC,94,@San Diego,81
12/9/2025,@Colorado St,76,Dartmouth,55
12/9/2025,@Denver,95,Colorado Chr,59
12/9/2025,@Temple,103,Georgian Court,57
12/9/2025,@NE Omaha,79,Doane,70
12/9/2025,Howard,73,NC A&T,69
12/9/2025,@Kentucky,103,NC Central,67
12/9/2025,@Citadel,98,S Wesleyan,73
12/9/2025,@Winthrop,111,Toccoa Falls,62
12/9/2025,Illinois,88,@Ohio St,80
12/9/2025,@Indiana,113,Penn St,72
12/9/2025,@Chattanooga,103,Oakwood,46
12/9/2025,@Holy Cross,69,Regis MA,47
12/10/2025,@Marshall,77,WKU,61
12/10/2025,New Mexico,81,@VCU,78
12/10/2025,Maine,69,@Boston Univ,59
12/10/2025,@Iona,69,Bryant,63
12/10/2025,@Notre Dame,80,Idaho,65
12/10/2025,@NC State,85,Liberty,45
12/10/2025,@St Bonaventure,85,Colgate,77
12/10/2025,Delaware,70,@G Washington,58
12/10/2025,@Boise St,86,Duquesne,64
12/10/2025,@Baylor,97,Norfolk St,67
12/10/2025,Yale,93,SUNY Albany,82
12/10/2025,@CS Northridge,89,Fresno St,87
12/10/2025,@CS Fullerton,116,Bethesda,66
12/10/2025,Massachusetts,76,Boston College,74
12/10/2025,@Fordham,75,F Dickinson,54
12/10/2025,@PFW,80,E Michigan,65
12/10/2025,@Tulane,84,Tougaloo,72
12/10/2025,@Hawaii,98,Hawaii Hilo,46
12/10/2025,@Utah Valley,73,Idaho St,69
12/10/2025,@Houston,80,Jackson St,38
12/10/2025,@San Diego St,89,Lamar,71
12/10/2025,@South Florida,81,Col Charleston,75
12/10/2025,@North Dakota,89,Crown MN,43
12/10/2025,E Kentucky,68,@E Illinois,59
12/10/2025,@MA Lowell,122,Fisher,73
12/10/2025,@NJIT,70,New Haven,64
12/10/2025,@Nicholls St,117,CBS-Houston,49
12/10/2025,@FL Atlantic,112,St Leo,55
12/10/2025,@Texas St,86,Southern Univ,83
12/10/2025,@Tulsa,117,Ark Pine Bluff,84
12/10/2025,Weber St,64,@Missouri KC,60
12/10/2025,@Purdue,85,Minnesota,57
12/10/2025,@Nebraska,90,Wisconsin,60
12/10/2025,Merrimack,59,@Princeton,56
12/10/2025,@S Illinois,83,TN Martin,54
12/10/2025,Miami OH,90,@UNC Asheville,87
12/10/2025,@Hofstra,92,Old Westbury,23
12/11/2025,@Jacksonville,122,Trinity Jax,49
12/11/2025,Appalachian St,67,@East Carolina,54
12/11/2025,@Iowa St,66,Iowa,62
12/11/2025,@Virginia Tech,96,W Carolina,74
12/11/2025,N Dakota St,80,@CS Bakersfield,69
12/11/2025,WI Green Bay,85,@IUPUI,75
12/11/2025,UT Arlington,58,@UTRGV,50
12/11/2025,@Missouri,85,Alabama St,77
12/11/2025,@Denver,97,AK Anchorage,61
12/11/2025,@Ga Southern,100,Coastal GA,58
12/11/2025,@Wagner,95,Bloomfield,93
12/11/2025,@Syracuse,71,St Joseph's PA,63
12/11/2025,@St Thomas MN,80,St John's MN,56
12/12/2025,Cal Baptist,88,@E Washington,83
12/12/2025,@Xavier,75,Missouri St,57
12/12/2025,@NC A&T,82,MD E Shore,79
12/12/2025,@Connecticut,71,Texas,63
12/12/2025,@McNeese St,102,East Texas A&M,66
12/12/2025,@Queens NC,102,S Carolina St,78
12/12/2025,@Stonehill,101,NVU-Johnson,60
12/12/2025,@TAM C. Christi,108,Dallas Chr,55
12/12/2025,@Austin Peay,76,ETSU,75
12/12/2025,@Gardner Webb,77,Brevard,63
12/12/2025,Army,63,@UMBC,60
12/12/2025,@UNC Greensboro,90,Peace,62
12/12/2025,@S Dakota St,94,Dakota Wesleyan,62
12/13/2025,@Washington,105,Southern Utah,69
12/13/2025,Auburn,92,Chattanooga,78
12/13/2025,@Elon,85,N Illinois,79
12/13/2025,@Stony Brook,78,C Michigan,55
12/13/2025,@Marshall,76,Wright St,74
12/13/2025,@Robert Morris,75,Toledo,70
12/13/2025,N Kentucky,80,@Bellarmine,76
12/13/2025,@Purdue,79,Marquette,59
12/13/2025,@Butler,113,Providence,110
12/13/2025,@Georgetown,76,St Peter's,68
12/13/2025,@Northern Iowa,75,Oakland,63
12/13/2025,@Davidson,80,Mercyhurst,47
12/13/2025,Ohio St,89,West Virginia,88
12/13/2025,Mississippi St,82,Utah,74
12/13/2025,Kansas St,83,@Creighton,76
12/13/2025,@Colorado,88,UT San Antonio,64
12/13/2025,Georgia,84,Cincinnati,65
12/13/2025,@BYU,100,UC Riverside,53
12/13/2025,Arizona St,82,Santa Clara,79
12/13/2025,Hofstra,70,@Syracuse,69
12/13/2025,Stanford,86,@San Jose St,82
12/13/2025,LSU,89,SMU,77
12/13/2025,@Villanova,79,Pittsburgh,61
12/13/2025,@Notre Dame,82,Evansville,58
12/13/2025,@North Carolina,80,SC Upstate,62
12/13/2025,Kansas,77,@NC State,76
12/13/2025,@Louisville,99,Memphis,73
12/13/2025,@California,79,Northwestern LA,70
12/13/2025,Ohio,88,St Bonaventure,83
12/13/2025,@St Louis,85,San Francisco,75
12/13/2025,@Richmond,93,S Illinois,84
12/13/2025,Florida,80,G Washington,70
12/13/2025,Gonzaga,82,UCLA,72
12/13/2025,@Nevada,78,Duquesne,75
12/13/2025,@Dayton,84,North Florida,61
12/13/2025,Mt St Mary's,81,@Loyola MD,73
12/13/2025,Canisius,70,@Maine,43
12/13/2025,Marist,82,@Bryant,74
12/13/2025,Oklahoma,85,Oklahoma St,76
12/13/2025,@Morgan St,81,Niagara,73
12/13/2025,Utah St,83,Illinois St,78
12/13/2025,@Clemson,70,Mercer,63
12/13/2025,Central Conn,84,@Binghamton,67
12/13/2025,@LIU Brooklyn,70,La Salle,60
12/13/2025,Arizona,96,Alabama,75
12/13/2025,@South Dakota,97,Prairie View,85
12/13/2025,@Miami FL,104,ULM,79
12/13/2025,@Houston,99,New Orleans,57
12/13/2025,CS Fullerton,105,@Denver,86
12/13/2025,Sacred Heart,65,@NJIT,49
12/13/2025,@Fordham,82,Manhattan,53
12/13/2025,@Quinnipiac,75,MA Lowell,71
12/13/2025,UNC Wilmington,73,@Valparaiso,70
12/13/2025,Murray St,115,Akron,100
12/13/2025,SE Louisiana,74,@Houston Chr,71
12/13/2025,Pepperdine,70,@CS Bakersfield,62
12/13/2025,Tennessee St,63,@UNLV,60
12/13/2025,@Vanderbilt,83,Cent Arkansas,72
12/13/2025,@Hawaii,66,UTEP,61
12/13/2025,@Dartmouth,77,Boston Univ,64
12/13/2025,@St John's,91,Iona,64
12/13/2025,@Seattle,115,Warner Pacific,60
12/13/2025,@Oregon St,67,Montana St,57
12/13/2025,@San Diego,78,Northern Arizona,69
12/13/2025,@Pacific,104,Simpson CA,50
12/13/2025,@Grand Canyon,82,Coastal Car,61
12/13/2025,@Utah Tech,89,Justice,48
12/13/2025,N Dakota St,99,@Drake,94
12/13/2025,@George Mason,73,Old Dominion,61
12/13/2025,Ga Southern,91,@West Georgia,85
